antecedent,consequent,support,confidence,lift
{30 34},{1 14 19},0.104,0.282,1.282
{30 34},{1 14 18},0.131,0.357,1.221
{30 34},{14 18 32},0.103,0.279,1.211
{30 34},{14 18 48},0.119,0.325,1.201
{30 34},{4 14 18},0.1,0.272,1.237
{18 21},{30},0.133,0.597,1.059
{18 21},{1},0.132,0.592,1.139
{18 21},{34},0.143,0.645,1.006
{18 21},{6},0.134,0.604,1.145
{18 21},{14},0.175,0.786,1.096
{18 21},{16},0.121,0.546,1.063
{18 21},{19},0.132,0.594,1.1
{18 21},{48},0.108,0.484,1.011
{18 21},{6 14},0.105,0.472,1.218
{18 21},{14 30},0.107,0.483,1.146
{18 21},{14 34},0.114,0.514,1.083
{18 21},{14 19},0.105,0.472,1.182
{18 21},{1 14},0.103,0.462,1.209
{2 30},{14},0.12,0.77,1.074
{2 30},{34},0.107,0.682,1.065
{2 30},{18},0.114,0.729,1.034
{44 49},{14},0.11,0.767,1.07
{44 49},{18},0.108,0.758,1.075
{29 48},{14},0.101,0.756,1.055
{29 48},{18},0.104,0.776,1.101
{5 14},{18},0.129,0.755,1.071
{5 14},{34},0.117,0.681,1.063
{14 21},{4},0.101,0.436,1.099
{14 21},{19},0.136,0.587,1.088
{14 21},{18},0.175,0.752,1.066
{14 21},{26},0.103,0.445,1.078
{14 21},{6},0.137,0.588,1.115
{14 21},{48},0.116,0.501,1.046
{14 21},{16},0.13,0.56,1.09
{14 21},{1},0.131,0.564,1.085
{14 21},{32},0.101,0.435,1.053
{14 21},{30},0.143,0.615,1.093
{14 21},{34},0.152,0.653,1.019
{14 21},{6 18},0.105,0.452,1.184
{14 21},{18 30},0.107,0.462,1.164
{14 21},{18 34},0.114,0.492,1.055
{14 21},{18 19},0.105,0.452,1.131
{14 21},{1 18},0.103,0.442,1.142
{26 42},{14},0.101,0.746,1.04
{6 32},{34},0.16,0.684,1.067
{6 32},{19},0.132,0.564,1.046
{6 32},{49},0.1,0.429,1.103
{6 32},{18},0.176,0.752,1.067
{6 32},{14},0.173,0.736,1.028
{6 32},{1},0.132,0.563,1.082
{6 32},{26},0.1,0.427,1.036
{6 32},{48},0.116,0.497,1.038
{6 32},{16},0.133,0.568,1.108
{6 32},{30},0.144,0.615,1.093
{6 32},{4},0.102,0.434,1.095
{6 32},{30 34},0.1,0.429,1.165
{6 32},{1 18},0.105,0.449,1.159
{6 32},{18 30},0.105,0.449,1.131
{6 32},{14 34},0.122,0.52,1.095
{6 32},{14 18},0.134,0.574,1.089
{6 32},{18 34},0.124,0.531,1.139
{6 32},{18 19},0.105,0.449,1.123
{6 32},{14 30},0.112,0.479,1.137
{19 26},{6},0.127,0.545,1.033
{19 26},{16},0.127,0.548,1.068
{19 26},{30},0.14,0.601,1.067
{19 26},{34},0.156,0.67,1.046
{19 26},{18},0.176,0.755,1.07
{19 26},{14},0.176,0.756,1.055
{19 26},{4},0.105,0.452,1.139
{19 26},{49},0.1,0.43,1.107
{19 26},{48},0.119,0.514,1.073
{19 26},{1},0.125,0.537,1.032
{19 26},{18 30},0.107,0.462,1.164
{19 26},{14 34},0.123,0.528,1.112
{19 26},{14 18},0.139,0.598,1.135
{19 26},{18 34},0.122,0.525,1.126
{19 26},{14 30},0.108,0.466,1.107
{19 26},{14 18 34},0.1,0.43,1.194
{1 44},{34},0.139,0.699,1.091
{1 44},{48},0.103,0.515,1.076
{1 44},{16},0.109,0.547,1.066
{1 44},{30},0.117,0.589,1.045
{1 44},{19},0.117,0.585,1.085
{1 44},{18},0.155,0.776,1.101
{1 44},{6},0.116,0.582,1.103
{1 44},{14},0.157,0.786,1.097
{1 44},{18 34},0.111,0.555,1.19
{1 44},{14 34},0.112,0.562,1.183
{1 44},{14 18},0.123,0.619,1.174
{44 46},{14},0.112,0.781,1.09
{44 46},{18},0.112,0.781,1.108
{26 34},{12},0.103,0.382,1.047
{26 34},{18},0.203,0.751,1.066
{26 34},{16},0.149,0.552,1.076
{26 34},{28},0.1,0.371,1.085
{26 34},{19},0.156,0.578,1.071
{26 34},{30},0.163,0.606,1.077
{26 34},{46},0.109,0.406,1.09
{26 34},{44},0.106,0.394,1.055
{26 34},{48},0.135,0.502,1.049
{26 34},{6},0.149,0.552,1.046
{26 34},{4},0.12,0.444,1.12
{26 34},{1},0.149,0.553,1.064
{26 34},{32},0.119,0.442,1.07
{26 34},{14},0.207,0.766,1.069
{26 34},{49},0.108,0.401,1.032
{26 34},{16 18},0.116,0.429,1.165
{26 34},{6 14},0.114,0.425,1.095
{26 34},{1 18},0.117,0.433,1.119
{26 34},{14 16},0.119,0.441,1.16
{26 34},{1 14},0.118,0.437,1.144
{26 34},{6 18},0.113,0.42,1.099
{26 34},{14 18},0.163,0.606,1.15
{26 34},{14 19},0.123,0.455,1.14
{26 34},{18 19},0.122,0.453,1.133
{26 34},{18 30},0.125,0.465,1.173
{26 34},{14 30},0.129,0.48,1.14
{26 34},{18 48},0.104,0.385,1.107
{26 34},{14 48},0.108,0.401,1.126
{26 34},{14 18 19},0.1,0.371,1.215
{26 34},{14 18 30},0.105,0.389,1.255
{1 4 14},{30},0.109,0.688,1.221
{1 4 14},{34},0.115,0.723,1.129
{1 4 14},{18},0.125,0.786,1.115
{14 18 28},{6},0.113,0.59,1.119
{14 18 28},{30},0.118,0.613,1.088
{14 18 28},{34},0.136,0.708,1.106
{14 18 28},{16},0.109,0.569,1.11
{14 18 28},{19},0.113,0.589,1.091
{14 18 28},{1},0.114,0.594,1.142
{2 18 34},{14},0.112,0.785,1.095
{1 14 48},{16},0.108,0.552,1.076
{1 14 48},{19},0.12,0.615,1.141
{1 14 48},{18},0.153,0.786,1.115
{1 14 48},{30},0.126,0.644,1.144
{1 14 48},{34},0.14,0.72,1.123
{1 14 48},{6},0.112,0.573,1.086
{1 14 48},{18 34},0.113,0.579,1.242
{1 14 18},{34},0.211,0.719,1.123
{1 14 18},{6},0.165,0.566,1.072
{1 14 18},{49},0.12,0.412,1.059
{1 14 18},{16},0.159,0.544,1.06
{1 14 18},{48},0.153,0.525,1.095
{1 14 18},{19},0.173,0.591,1.095
{1 14 18},{26},0.131,0.448,1.087
{1 14 18},{32},0.134,0.458,1.111
{1 14 18},{44},0.123,0.422,1.131
{1 14 18},{42},0.1,0.343,1.082
{1 14 18},{21},0.103,0.351,1.145
{1 14 18},{28},0.114,0.39,1.139
{1 14 18},{12},0.124,0.424,1.161
{1 14 18},{30},0.181,0.618,1.097
{1 14 18},{4},0.125,0.428,1.078
{1 14 18},{46},0.119,0.407,1.093
{1 14 18},{34 48},0.113,0.387,1.222
{1 14 18},{19 30},0.108,0.369,1.168
{1 14 18},{30 34},0.131,0.449,1.221
{1 14 18},{6 30},0.103,0.352,1.149
{1 14 18},{19 34},0.128,0.437,1.214
{1 14 18},{16 34},0.113,0.388,1.167
{1 14 18},{6 34},0.121,0.414,1.175
{1 14 18},{32 34},0.103,0.353,1.275
{1 14 18},{6 19},0.101,0.345,1.158
{1 18 42},{14},0.1,0.794,1.108
{1 6 14},{18},0.165,0.773,1.096
{1 6 14},{34},0.155,0.726,1.133
{1 6 14},{16},0.12,0.559,1.09
{1 6 14},{48},0.112,0.522,1.09
{1 6 14},{19},0.128,0.598,1.109
{1 6 14},{30},0.137,0.639,1.134
{1 6 14},{18 30},0.103,0.481,1.213
{1 6 14},{18 34},0.121,0.565,1.212
{1 6 14},{18 19},0.101,0.472,1.181
{6 32 34},{30},0.1,0.627,1.113
{6 32 34},{14},0.122,0.76,1.061
{6 32 34},{18},0.124,0.777,1.102
{16 30 34},{6},0.108,0.562,1.065
{16 30 34},{1},0.115,0.6,1.154
{16 30 34},{18},0.141,0.734,1.041
{16 30 34},{14},0.15,0.783,1.092
{16 30 34},{19},0.113,0.588,1.089
{16 30 34},{48},0.102,0.53,1.108
{16 30 34},{14 18},0.113,0.59,1.118
{18 34 39},{14},0.126,0.806,1.124
{18 26 30},{1},0.102,0.569,1.095
{18 26 30},{19},0.107,0.601,1.113
{18 26 30},{14},0.145,0.81,1.13
{18 26 30},{34},0.125,0.701,1.095
{18 26 30},{14 34},0.105,0.586,1.234
{6 30 48},{18},0.118,0.767,1.088
{6 30 48},{14},0.12,0.778,1.085
{6 30 48},{34},0.109,0.704,1.099
{18 30 44},{14},0.128,0.81,1.13
{18 30 44},{34},0.109,0.688,1.074
{1 30 46},{14},0.101,0.786,1.097
{6 19 32},{18},0.105,0.795,1.128
{18 21 30},{14},0.107,0.809,1.129
{6 34 44},{14},0.108,0.791,1.103
{6 34 44},{18},0.107,0.779,1.104
{6 18 32},{1},0.105,0.597,1.148
{6 18 32},{30},0.105,0.597,1.059
{6 18 32},{14},0.134,0.763,1.065
{6 18 32},{34},0.124,0.706,1.103
{6 18 32},{19},0.105,0.597,1.106
{18 29 34},{14},0.106,0.771,1.075
{14 32 34},{19},0.121,0.579,1.073
{14 32 34},{30},0.134,0.64,1.136
{14 32 34},{6},0.122,0.582,1.104
{14 32 34},{16},0.118,0.565,1.1
{14 32 34},{1},0.125,0.598,1.15
{14 32 34},{18},0.164,0.786,1.115
{14 32 34},{48},0.109,0.52,1.086
{14 32 34},{18 30},0.103,0.491,1.238
{14 32 34},{1 18},0.103,0.494,1.277
{19 30 46},{18},0.101,0.784,1.113
{19 30 46},{14},0.102,0.797,1.113
{1 30 34},{32},0.105,0.491,1.189
{1 30 34},{48},0.112,0.527,1.1
{1 30 34},{18},0.162,0.758,1.075
{1 30 34},{16},0.115,0.539,1.05
{1 30 34},{4},0.101,0.475,1.197
{1 30 34},{6},0.124,0.583,1.105
{1 30 34},{14},0.168,0.786,1.097
{1 30 34},{19},0.128,0.6,1.112
{1 30 34},{14 19},0.104,0.486,1.217
{1 30 34},{14 18},0.131,0.616,1.168
{1 18 21},{14},0.103,0.78,1.088
{16 18 28},{14},0.109,0.806,1.124
{6 19 30},{14},0.136,0.759,1.059
{6 19 30},{34},0.123,0.69,1.078
{6 19 30},{18},0.133,0.743,1.053
{6 19 30},{1},0.103,0.578,1.113
{6 19 30},{14 18},0.105,0.588,1.115
{16 26 30},{14},0.104,0.798,1.114
{14 19 32},{34},0.121,0.717,1.12
{14 19 32},{18},0.137,0.81,1.149
{14 19 32},{30},0.107,0.632,1.123
{14 34 48},{19},0.144,0.595,1.103
{14 34 48},{30},0.151,0.623,1.105
{14 34 48},{6},0.137,0.565,1.071
{14 34 48},{1},0.14,0.58,1.115
{14 34 48},{4},0.108,0.448,1.128
{14 34 48},{16},0.132,0.545,1.063
{14 34 48},{18},0.187,0.773,1.096
{14 34 48},{49},0.101,0.417,1.074
{14 34 48},{46},0.102,0.423,1.136
{14 34 48},{44},0.102,0.421,1.13
{14 34 48},{32},0.109,0.449,1.088
{14 34 48},{26},0.108,0.446,1.082
{14 34 48},{1 18},0.113,0.467,1.206
{14 34 48},{6 18},0.109,0.449,1.176
{14 34 48},{18 30},0.119,0.493,1.243
{14 34 48},{18 19},0.113,0.466,1.165
{14 34 48},{16 18},0.102,0.423,1.147
{6 14 28},{18},0.113,0.761,1.079
{6 14 28},{34},0.106,0.711,1.11
{6 34 48},{14},0.137,0.775,1.081
{6 34 48},{1},0.104,0.592,1.138
{6 34 48},{18},0.135,0.766,1.086
{6 34 48},{30},0.109,0.616,1.094
{6 34 48},{19},0.105,0.597,1.107
{6 34 48},{14 18},0.109,0.616,1.169
{14 32 49},{18},0.104,0.804,1.141
{6 18 30},{46},0.102,0.461,1.238
{6 18 30},{48},0.118,0.535,1.117
{6 18 30},{16},0.119,0.536,1.045
{6 18 30},{4},0.102,0.461,1.162
{6 18 30},{32},0.105,0.474,1.149
{6 18 30},{14},0.174,0.786,1.097
{6 18 30},{34},0.154,0.697,1.088
{6 18 30},{19},0.133,0.599,1.111
{6 18 30},{1},0.129,0.584,1.124
{6 18 30},{14 19},0.105,0.474,1.188
{6 18 30},{14 34},0.122,0.553,1.164
{6 18 30},{1 14},0.103,0.465,1.218
{14 18 32},{30},0.14,0.609,1.082
{14 18 32},{26},0.1,0.434,1.053
{14 18 32},{16},0.127,0.551,1.074
{14 18 32},{48},0.12,0.521,1.088
{14 18 32},{19},0.137,0.593,1.1
{14 18 32},{1},0.134,0.582,1.119
{14 18 32},{6},0.134,0.583,1.106
{14 18 32},{34},0.164,0.713,1.114
{14 18 32},{49},0.104,0.452,1.162
{14 18 32},{30 34},0.103,0.446,1.211
{14 18 32},{1 34},0.103,0.449,1.274
{1 12 18},{34},0.115,0.735,1.147
{1 12 18},{14},0.124,0.79,1.102
{1 30 49},{14},0.103,0.811,1.132
{6 14 19},{18},0.171,0.775,1.099
{6 14 19},{48},0.118,0.536,1.119
{6 14 19},{30},0.136,0.616,1.093
{6 14 19},{16},0.118,0.536,1.044
{6 14 19},{34},0.154,0.699,1.091
{6 14 19},{1},0.128,0.581,1.118
{6 14 19},{18 30},0.105,0.477,1.201
{6 14 19},{18 34},0.121,0.548,1.174
{6 14 19},{1 18},0.101,0.458,1.184
{18 30 34},{46},0.117,0.436,1.17
{18 30 34},{49},0.11,0.41,1.054
{18 30 34},{48},0.144,0.536,1.119
{18 30 34},{1},0.162,0.6,1.155
{18 30 34},{28},0.1,0.371,1.085
{18 30 34},{16},0.141,0.522,1.018
{18 30 34},{32},0.125,0.465,1.127
{18 30 34},{44},0.109,0.403,1.082
{18 30 34},{6},0.154,0.573,1.086
{18 30 34},{14},0.216,0.801,1.117
{18 30 34},{26},0.125,0.465,1.128
{18 30 34},{19},0.166,0.615,1.14
{18 30 34},{12},0.115,0.427,1.169
{18 30 34},{4},0.124,0.462,1.164
{18 30 34},{14 19},0.133,0.495,1.239
{18 30 34},{14 26},0.105,0.389,1.273
{18 30 34},{14 16},0.113,0.42,1.105
{18 30 34},{6 14},0.122,0.454,1.171
{18 30 34},{1 14},0.131,0.488,1.276
{18 30 34},{14 32},0.103,0.381,1.274
{18 30 34},{14 48},0.119,0.443,1.244
{18 30 34},{4 14},0.1,0.371,1.285
{4 34 48},{14},0.108,0.778,1.085
{4 34 48},{18},0.109,0.782,1.11
{14 19 30},{46},0.102,0.426,1.143
{14 19 30},{44},0.1,0.416,1.115
{14 19 30},{48},0.131,0.544,1.135
{14 19 30},{1},0.139,0.577,1.11
{14 19 30},{4},0.109,0.455,1.147
{14 19 30},{6},0.136,0.564,1.07
{14 19 30},{32},0.107,0.444,1.075
{14 19 30},{26},0.108,0.451,1.093
{14 19 30},{16},0.126,0.526,1.024
{14 19 30},{12},0.103,0.429,1.173
{14 19 30},{34},0.168,0.696,1.087
{14 19 30},{49},0.11,0.458,1.177
{14 19 30},{18},0.186,0.774,1.098
{14 19 30},{6 18},0.105,0.437,1.145
{14 19 30},{18 34},0.133,0.555,1.189
{14 19 30},{1 18},0.108,0.449,1.161
{14 19 30},{1 34},0.104,0.431,1.225
{14 19 30},{18 48},0.102,0.423,1.217
{14 34 38},{18},0.107,0.761,1.079
{11 18 34},{14},0.106,0.75,1.046
{18 26 34},{16},0.116,0.572,1.114
{18 26 34},{1},0.117,0.577,1.109
{18 26 34},{6},0.113,0.558,1.059
{18 26 34},{14},0.163,0.807,1.126
{18 26 34},{19},0.122,0.603,1.118
{18 26 34},{30},0.125,0.619,1.1
{18 26 34},{48},0.104,0.512,1.07
{18 26 34},{14 19},0.1,0.494,1.237
{18 26 34},{14 30},0.105,0.517,1.228
{2 14 34},{18},0.112,0.783,1.11
{1 12 14},{34},0.112,0.723,1.129
{1 12 14},{18},0.124,0.798,1.132
{14 19 44},{30},0.1,0.605,1.074
{14 19 44},{18},0.129,0.782,1.11
{14 19 44},{34},0.116,0.7,1.092
{28 30 34},{14},0.107,0.799,1.115
{28 30 34},{18},0.1,0.744,1.056
{14 18 30},{15},0.106,0.343,1.122
{14 18 30},{32},0.14,0.454,1.099
{14 18 30},{26},0.145,0.468,1.134
{14 18 30},{44},0.128,0.414,1.109
{14 18 30},{42},0.104,0.336,1.06
{14 18 30},{16},0.16,0.517,1.008
{14 18 30},{28},0.118,0.38,1.111
{14 18 30},{39},0.11,0.357,1.129
{14 18 30},{4},0.138,0.445,1.122
{14 18 30},{21},0.107,0.347,1.132
{14 18 30},{6},0.174,0.562,1.066
{14 18 30},{46},0.136,0.439,1.178
{14 18 30},{34},0.216,0.697,1.088
{14 18 30},{49},0.133,0.429,1.103
{14 18 30},{48},0.165,0.533,1.114
{14 18 30},{12},0.133,0.431,1.18
{14 18 30},{19},0.186,0.601,1.114
{14 18 30},{1},0.181,0.584,1.123
{14 18 30},{6 19},0.105,0.339,1.138
{14 18 30},{19 34},0.133,0.431,1.198
{14 18 30},{26 34},0.105,0.338,1.255
{14 18 30},{1 19},0.108,0.349,1.211
{14 18 30},{16 34},0.113,0.365,1.099
{14 18 30},{6 34},0.122,0.395,1.122
{14 18 30},{19 48},0.102,0.329,1.228
{14 18 30},{1 34},0.131,0.425,1.206
{14 18 30},{1 6},0.103,0.333,1.171
{14 18 30},{32 34},0.103,0.332,1.197
{14 18 30},{34 48},0.119,0.386,1.22
{14 18 30},{4 34},0.1,0.323,1.201
{14 28 30},{34},0.107,0.697,1.088
{14 28 30},{18},0.118,0.764,1.084
{6 16 19},{34},0.105,0.652,1.018
{6 16 19},{14},0.118,0.733,1.023
{6 16 19},{18},0.121,0.749,1.063
{16 32 34},{14},0.118,0.785,1.095
{16 32 34},{18},0.115,0.763,1.082
{18 21 34},{14},0.114,0.798,1.113
{18 34 46},{30},0.117,0.605,1.074
{18 34 46},{16},0.104,0.534,1.041
{18 34 46},{1},0.114,0.586,1.127
{18 34 46},{6},0.12,0.617,1.169
{18 34 46},{14},0.151,0.778,1.086
{18 34 46},{19},0.116,0.598,1.108
{18 34 46},{48},0.102,0.527,1.102
{16 30 48},{18},0.107,0.725,1.028
{16 30 48},{34},0.102,0.688,1.075
{16 30 48},{14},0.117,0.792,1.105
{4 19 30},{34},0.1,0.72,1.124
{4 19 30},{18},0.105,0.754,1.069
{4 19 30},{14},0.109,0.785,1.095
{18 26 49},{14},0.101,0.816,1.139
{18 30 42},{14},0.104,0.786,1.097
{1 18 28},{34},0.101,0.714,1.114
{1 18 28},{14},0.114,0.803,1.12
{4 18 30},{19},0.105,0.609,1.129
{4 18 30},{1},0.102,0.592,1.139
{4 18 30},{6},0.102,0.592,1.122
{4 18 30},{14},0.138,0.799,1.115
{4 18 30},{34},0.124,0.721,1.126
{4 18 30},{14 34},0.1,0.58,1.222
{6 19 34},{16},0.105,0.515,1.003
{6 19 34},{14},0.154,0.755,1.053
{6 19 34},{30},0.123,0.605,1.073
{6 19 34},{18},0.155,0.76,1.078
{6 19 34},{1},0.121,0.592,1.138
{6 19 34},{48},0.105,0.516,1.078
{6 19 34},{14 18},0.121,0.592,1.122
{16 26 34},{18},0.116,0.778,1.104
{16 26 34},{14},0.119,0.798,1.114
{19 26 30},{18},0.107,0.768,1.09
{19 26 30},{14},0.108,0.776,1.082
{12 19 30},{18},0.103,0.809,1.147
{12 19 30},{14},0.103,0.809,1.129
{16 18 32},{14},0.127,0.76,1.061
{16 18 32},{34},0.115,0.687,1.072
{14 16 19},{18},0.163,0.762,1.08
{14 16 19},{6},0.118,0.551,1.045
{14 16 19},{30},0.126,0.59,1.048
{14 16 19},{34},0.148,0.693,1.082
{14 16 19},{1},0.12,0.561,1.079
{14 16 19},{48},0.112,0.525,1.096
{14 16 19},{18 34},0.115,0.537,1.152
{14 30 39},{18},0.11,0.754,1.069
{14 30 39},{34},0.102,0.699,1.092
{1 32 34},{30},0.105,0.643,1.142
{1 32 34},{18},0.13,0.797,1.131
{1 32 34},{14},0.125,0.768,1.072
{1 32 34},{14 18},0.103,0.635,1.205
{19 30 44},{14},0.1,0.796,1.11
{14 16 46},{34},0.108,0.708,1.106
{14 16 46},{18},0.116,0.765,1.086
{6 14 32},{34},0.122,0.706,1.102
{6 14 32},{18},0.134,0.779,1.106
{6 14 32},{30},0.112,0.65,1.154
{6 18 34},{26},0.113,0.432,1.047
{6 18 34},{46},0.12,0.457,1.228
{6 18 34},{49},0.114,0.437,1.124
{6 18 34},{12},0.104,0.399,1.091
{6 18 34},{48},0.135,0.516,1.078
{6 18 34},{16},0.139,0.532,1.038
{6 18 34},{4},0.122,0.466,1.175
{6 18 34},{30},0.154,0.59,1.047
{6 18 34},{14},0.202,0.772,1.077
{6 18 34},{32},0.124,0.475,1.151
{6 18 34},{44},0.107,0.408,1.093
{6 18 34},{19},0.155,0.592,1.098
{6 18 34},{1},0.156,0.595,1.144
{6 18 34},{14 48},0.109,0.415,1.166
{6 18 34},{14 16},0.11,0.419,1.104
{6 18 34},{14 30},0.122,0.468,1.11
{6 18 34},{14 19},0.121,0.461,1.155
{6 18 34},{1 14},0.121,0.462,1.21
{6 28 34},{14},0.106,0.787,1.098
{1 30 48},{34},0.112,0.715,1.117
{1 30 48},{14},0.126,0.8,1.117
{1 30 48},{18},0.115,0.73,1.036
{16 19 30},{18},0.126,0.754,1.069
{16 19 30},{34},0.113,0.676,1.055
{16 19 30},{14},0.126,0.758,1.058
{18 34 49},{30},0.11,0.588,1.044
{18 34 49},{16},0.106,0.567,1.104
{18 34 49},{6},0.114,0.609,1.155
{18 34 49},{14},0.15,0.798,1.113
{18 34 49},{1},0.106,0.565,1.087
{18 34 49},{19},0.115,0.615,1.139
{14 19 34},{48},0.144,0.524,1.095
{14 19 34},{28},0.102,0.37,1.081
{14 19 34},{32},0.121,0.441,1.067
{14 19 34},{26},0.123,0.447,1.083
{14 19 34},{49},0.118,0.431,1.108
{14 19 34},{1},0.159,0.58,1.116
{14 19 34},{4},0.124,0.451,1.138
{14 19 34},{6},0.154,0.561,1.063
{14 19 34},{30},0.168,0.609,1.082
{14 19 34},{16},0.148,0.54,1.052
{14 19 34},{46},0.115,0.419,1.124
{14 19 34},{12},0.111,0.405,1.109
{14 19 34},{44},0.116,0.421,1.129
{14 19 34},{18},0.215,0.783,1.11
{14 19 34},{18 30},0.133,0.485,1.224
{14 19 34},{18 26},0.1,0.364,1.216
{14 19 34},{1 30},0.104,0.377,1.218
{14 19 34},{16 18},0.115,0.419,1.136
{14 19 34},{6 18},0.121,0.439,1.151
{14 19 34},{1 18},0.128,0.465,1.201
{14 19 34},{18 48},0.113,0.41,1.18
{16 18 30},{48},0.107,0.521,1.088
{16 18 30},{19},0.126,0.612,1.134
{16 18 30},{6},0.119,0.578,1.096
{16 18 30},{14},0.16,0.779,1.087
{16 18 30},{34},0.141,0.685,1.069
{16 18 30},{1},0.121,0.591,1.137
{16 18 30},{14 34},0.113,0.55,1.159
{1 34 44},{18},0.111,0.794,1.127
{1 34 44},{14},0.112,0.804,1.122
{19 30 48},{18},0.125,0.756,1.072
{19 30 48},{14},0.131,0.79,1.103
{19 30 48},{34},0.111,0.673,1.051
{19 30 48},{14 18},0.102,0.615,1.166
{6 18 49},{34},0.114,0.7,1.093
{6 18 49},{14},0.128,0.782,1.091
{6 14 30},{34},0.162,0.69,1.077
{6 14 30},{49},0.107,0.455,1.171
{6 14 30},{16},0.125,0.532,1.037
{6 14 30},{46},0.1,0.427,1.146
{6 14 30},{48},0.12,0.512,1.07
{6 14 30},{19},0.136,0.579,1.073
{6 14 30},{18},0.174,0.743,1.053
{6 14 30},{4},0.108,0.459,1.158
{6 14 30},{32},0.112,0.478,1.158
{6 14 30},{26},0.104,0.444,1.076
{6 14 30},{1},0.137,0.583,1.122
{6 14 30},{18 19},0.105,0.448,1.121
{6 14 30},{18 34},0.122,0.522,1.119
{6 14 30},{1 18},0.103,0.44,1.136
{14 18 34},{1},0.211,0.584,1.124
{14 18 34},{2},0.112,0.31,1.138
{14 18 34},{39},0.126,0.349,1.105
{14 18 34},{0},0.11,0.305,1.072
{14 18 34},{15},0.114,0.317,1.037
{14 18 34},{29},0.106,0.295,1.054
{14 18 34},{26},0.163,0.454,1.1
{14 18 34},{46},0.151,0.419,1.126
{14 18 34},{49},0.15,0.416,1.07
{14 18 34},{16},0.195,0.54,1.052
{14 18 34},{28},0.136,0.378,1.104
{14 18 34},{11},0.106,0.294,1.044
{14 18 34},{4},0.158,0.439,1.106
{14 18 34},{21},0.114,0.318,1.036
{14 18 34},{30},0.216,0.599,1.064
{14 18 34},{6},0.202,0.561,1.064
{14 18 34},{20},0.111,0.308,1.139
{14 18 34},{32},0.164,0.456,1.106
{14 18 34},{44},0.151,0.42,1.127
{14 18 34},{48},0.187,0.519,1.085
{14 18 34},{38},0.107,0.297,1.105
{14 18 34},{12},0.152,0.422,1.156
{14 18 34},{42},0.122,0.338,1.065
{14 18 34},{19},0.215,0.597,1.107
{14 18 34},{1 48},0.113,0.314,1.233
{14 18 34},{19 30},0.133,0.37,1.171
{14 18 34},{19 26},0.1,0.278,1.194
{14 18 34},{26 30},0.105,0.291,1.189
{14 18 34},{6 48},0.109,0.302,1.179
{14 18 34},{6 16},0.11,0.305,1.095
{14 18 34},{16 30},0.113,0.314,1.083
{14 18 34},{6 30},0.122,0.34,1.108
{14 18 34},{16 19},0.115,0.319,1.116
{14 18 34},{1 30},0.131,0.365,1.177
{14 18 34},{6 19},0.121,0.335,1.124
{14 18 34},{30 32},0.103,0.285,1.166
{14 18 34},{30 48},0.119,0.331,1.174
{14 18 34},{1 19},0.128,0.355,1.23
{14 18 34},{1 16},0.113,0.315,1.134
{14 18 34},{1 6},0.121,0.336,1.182
{14 18 34},{19 48},0.113,0.313,1.17
{14 18 34},{4 30},0.1,0.278,1.15
{14 18 34},{16 48},0.102,0.284,1.147
{14 18 34},{1 32},0.103,0.287,1.273
{14 28 34},{30},0.107,0.602,1.069
{14 28 34},{19},0.102,0.57,1.057
{14 28 34},{1},0.105,0.591,1.136
{14 28 34},{16},0.107,0.598,1.166
{14 28 34},{18},0.136,0.763,1.082
{14 28 34},{6},0.106,0.594,1.127
{4 19 34},{30},0.1,0.624,1.109
{4 19 34},{14},0.124,0.772,1.077
{4 19 34},{18},0.123,0.766,1.086
{1 14 28},{34},0.105,0.723,1.129
{1 14 28},{18},0.114,0.783,1.11
{14 16 26},{30},0.104,0.609,1.081
{14 16 26},{34},0.119,0.693,1.081
{14 16 26},{18},0.134,0.78,1.107
{1 34 48},{30},0.112,0.63,1.118
{1 34 48},{18},0.14,0.785,1.113
{1 34 48},{6},0.104,0.585,1.109
{1 34 48},{14},0.14,0.787,1.098
{1 34 48},{19},0.103,0.578,1.07
{1 34 48},{14 18},0.113,0.634,1.202
{14 19 42},{18},0.104,0.777,1.103
{16 34 49},{18},0.106,0.771,1.093
{16 34 49},{14},0.108,0.78,1.089
{14 18 49},{19},0.134,0.612,1.134
{14 18 49},{1},0.12,0.549,1.057
{14 18 49},{26},0.101,0.46,1.115
{14 18 49},{34},0.15,0.683,1.067
{14 18 49},{48},0.112,0.513,1.071
{14 18 49},{30},0.133,0.606,1.076
{14 18 49},{6},0.128,0.583,1.105
{14 18 49},{32},0.104,0.475,1.151
{14 18 49},{16},0.124,0.565,1.1
{4 18 34},{1},0.12,0.586,1.127
{4 18 34},{6},0.122,0.597,1.132
{4 18 34},{14},0.158,0.773,1.079
{4 18 34},{48},0.109,0.533,1.114
{4 18 34},{16},0.11,0.537,1.046
{4 18 34},{19},0.123,0.602,1.116
{4 18 34},{30},0.124,0.608,1.08
{4 18 34},{14 30},0.1,0.489,1.162
{14 15 19},{18},0.102,0.789,1.119
{19 26 34},{14},0.123,0.788,1.099
{19 26 34},{18},0.122,0.784,1.112
{19 26 34},{14 18},0.1,0.642,1.219
{14 18 42},{30},0.104,0.602,1.069
{14 18 42},{19},0.104,0.6,1.113
{14 18 42},{1},0.1,0.581,1.118
{14 18 42},{34},0.122,0.705,1.1
{4 6 30},{18},0.102,0.727,1.031
{4 6 30},{14},0.108,0.767,1.07
{4 6 30},{34},0.1,0.713,1.112
{18 32 34},{1},0.13,0.62,1.193
